NAME,FAILDATE,QBFASSET,QBFDEP,CITY,PSTALP,COST,RESTYPE
PENINSULA FS&LA,8/8/1986,42622,41337,SOLDOTNA,AK,13423,FAILURE
THE STATE EXCHANGE BANK,8/14/1986,27813,26692,YATES CENTER,KS,7531,FAILURE
CITIZENS NATIONAL BANK & TRUST CO,8/14/1986,179081,183284,OKLAHOMA CITY,OK,55820,FAILURE
STATE BANK OF WESTPHALIA,8/15/1986,4830,4728,WESTPHALIA,KS,0,ASSISTANCE
MENDON STATE BANK,8/20/1986,18891,17590,MENDON,IL,8019,FAILURE
THE FIRST NATIONAL BANK IN RIFLE,8/21/1986,17588,17465,RIFLE,CO,3374,FAILURE
UNITED BANK OF MINNEAPOLIS,8/21/1986,22692,22069,MINNEAPOLIS,KS,2359,FAILURE
UNION STATE BANK AND TRUST COMPANY,6/16/1937,359,302,BRYAN,TX,,FAILURE
DANBURY BANK,8/21/1986,9358,9635,DANBURY,TX,2510,FAILURE
RESERVE S&LA,8/27/1986,21510,27141,WITCHITA,KS,8155,ASSISTANCE
METROPOLITAN FS&LA,8/27/1986,49772,49937,HIALEAH,FL,,FAILURE
BUENA VISTA BANK & TRUST COMPANY,8/28/1986,32769,30475,BUENA VISTA,CO,12192,FAILURE
ALBANY STATE BANK,8/28/1986,4676,4921,ALBANY,MO,2118,FAILURE
AMERICAN NATIONAL BANK OF EASTRIDGE,8/28/1986,4367,4055,CASPER,WY,1187,FAILURE
CITIZENS FS&LA,8/29/1986,434768,475182,CLEVELAND,OH,82655,ASSISTANCE
DOLLAR SAVINGS BANK,8/29/1986,334304,314651,COLUMBUS,OH,33121,ASSISTANCE
FIRST SA OF KILGORE,8/29/1986,21562,21784,KILGORE,TX,,ASSISTANCE
MID VALLEY BANK,8/30/1986,39139,39085,OMAK,WA,221,ASSISTANCE
THE FIRST NATIONAL BANK OF PUKWANA,6/16/1937,,127,PUKWANA,SD,,FAILURE
FAIRVIEW STATE BANK OF FAIRVIEW,9/4/1986,24000,23700,FAIRVIEW,OK,6515,FAILURE
WESTERN BANK,9/4/1986,77432,70599,MIDLAND,TX,27499,FAILURE
CENTRAL BANK & TRUST OF TULSA,9/10/1986,80147,71573,TULSA,OK,13412,FAILURE
DE VARGAS S&LA BANK,9/11/1986,19062,16530,SANTA FE,NM,3359,ASSISTANCE
RAMONA  S&LA,9/12/1986,108085,95957,FILLMORE,CA,59454,FAILURE
WESTERN S&LA,9/12/1986,1960164,1806271,DALLAS,TX,2336791,FAILURE
TEXAS INDEPENDENCE BANK,9/18/1986,12252,11976,PASADENA,TX,3216,FAILURE
TEXAS BANK & TRUST COMPANY,9/19/1986,39250,35812,LUBBOCK,TX,11781,FAILURE
CAL AMERICA S&LA,9/19/1986,413015,367829,WALNUT CREEK,CA,166700,ASSISTANCE
THE HOME STATE BANK,9/25/1986,14718,13596,LA CROSSE,KS,5486,FAILURE
THE STATE BANK OF MARCELLUS,6/17/1937,95,64,MARCELLUS,MI,,FAILURE
HERITAGE NATIONAL BANK,9/25/1986,33112,29998,RICHARDSON,TX,14141,FAILURE
AMERICAN BANK & TRUST COMPANY,9/26/1986,210925,191717,LAFAYETTE,LA,65539,FAILURE
REPUBLIC SAVINGS BANK,10/1/1986,56847,60316,SOUTH BELOIT,IL,20282,ASSISTANCE
MISSOURI FARMERS BANK,10/2/1986,25963,25440,MOUND CITY,MO,7219,FAILURE
CENTURY NATIONAL BANK,10/2/1986,15522,13503,HOUSTON,TX,5250,FAILURE
FRONTIER NATIONAL BANK,10/2/1986,9913,10614,VISTA,CA,1716,FAILURE
COLUMBIA COMMUNITY BANK,10/3/1986,5257,4977,HERMISTON,OR,1044,FAILURE
INDEPENDENT NATIONAL BANK,10/9/1986,28334,27744,COVINA,CA,1401,FAILURE
HOMESTEAD S&LA,10/10/1986,134982,149213,WOODWARD,OK,103691,FAILURE
UNIFIED SAVINGS BANK,10/10/1986,102833,104759,NORTHRIDGE,CA,,FAILURE
HARDIN TRUST COMPANY,6/18/1937,259,225,HARDIN,MO,,FAILURE
VALLEY STATE BANK,10/17/1986,5008,4611,BAGGS,WY,718,FAILURE
BANK OF GERING,10/23/1986,24155,22157,GERING,NE,3873,FAILURE
STILLWATER COMMUNITY BANK,10/23/1986,22610,22641,STILLWATER,OK,7607,FAILURE
SECURITY NATIONAL BANK,10/23/1986,41829,41634,ANCHORAGE,AK,21960,FAILURE
FARMERS FS&LA,10/23/1986,131271,124706,RAVENSWOOD,WV,238,ASSISTANCE
FIRST STATE S&LA,10/23/1986,78769,77864,SPARTANSBURG,SC,64,ASSISTANCE
REPUBLIC BANK,10/31/1986,41684,39419,BLANCHARD,LA,11598,FAILURE
FAMILY FS&LA,10/31/1986,338904,354906,SAGINAW,MI,17172,ASSISTANCE
SEDGWICK COUNTY BANK,11/5/1986,3825,3665,JULESBURG,CO,1482,FAILURE
THE HOME BANK,11/6/1986,39092,40088,SAVANNAH,MO,7485,FAILURE
THE FIRST STATE BANK,3/25/1935,427,303,CHEYENNE,OK,,FAILURE
AMITE RIVER BANK,6/23/1937,308,248,DENHAM SPRINGS,LA,,FAILURE
FIRST STOCK YARDS BANK,11/6/1986,31589,31526,ST. JOSEPH,MO,8681,FAILURE
THE FIRST NATIONAL BANK & TR CO.,11/6/1986,100115,96804,ENID,OK,27385,FAILURE
THE CITIZENS STATE BANK,11/6/1986,27468,27793,DONNA,TX,6912,FAILURE
CHOKIO STATE BANK,11/7/1986,11917,10959,CHOKIO,MN,4880,FAILURE
METROPOLITAN BANK & TRUST COMPANY,11/7/1986,70053,69201,BATON ROUGE,LA,28671,FAILURE
THE HOXIE STATE BANK,11/13/1986,35821,33362,HOXIE,KS,9004,FAILURE
FIRST NATIONAL BANK OF TEMPLE,11/14/1986,7346,7124,TEMPLE,OK,511,FAILURE
THE BANK OF NORTHERN CALIFORNIA,11/14/1986,16095,15774,SAN JOSE,CA,133,FAILURE
FIRST NATIONAL BANK,11/20/1986,62962,59245,WILLOWS,CA,2465,FAILURE
NORMAN BANK OF COMMERCE,11/20/1986,43525,41632,NORMAN,OK,12399,FAILURE
GHENT DEPOSIT BANK,6/26/1937,223,189,GHENT,KY,,FAILURE
TEXANA NATIONAL BANK OF COLLEGE,11/20/1986,12085,11897,COLLEGE STATION,TX,2976,FAILURE
GULF FEDERAL SAVINGS BANK,11/21/1986,499112,375140,METAIRIE,LA,278766,ASSISTANCE
FIRST SECURITY  S&LA,11/21/1986,55238,52133,GRAND JUNCTION,CO,0,ASSISTANCE
"BANK OF OKLAHOMA, OKLA. CITY, N.A.",11/24/1986,468166,349863,OKLAHOMA CITY,OK,78778,ASSISTANCE
BANK OF COMMERCE,11/26/1986,66627,64699,MORRISTOWN,TN,11300,ASSISTANCE
FIRST NATIONAL BANK OF STEWARTVILLE,12/4/1986,18475,18282,STEWARTVILLE,MN,980,FAILURE
PANHANDLE BANK & TRUST COMPANY,12/4/1986,112074,99900,BORGER,TX,17761,FAILURE
HAYS STATE BANK,12/4/1986,27762,32252,HAYS,KS,15458,FAILURE
CORDELL NATIONAL BANK,12/5/1986,78649,73505,CORDELL,OK,35620,FAILURE
FIRSTSOUTH  FS&LA,12/5/1986,1680854,1500237,PINE BLUFF,AR,1696677,FAILURE
FIRST STATE BANK OF SOUTH SAN ANTONIO,6/29/1937,514,490,SAN ANTONIO,TX,,FAILURE
THE CITIZENS BANK OF WINDSOR,12/9/1986,24790,24271,WINDSOR,MO,7670,FAILURE
FIRST SAVINGS OF AMERICA,12/12/1986,46975,56013,ORLAND PARK,IL,,FAILURE
GUARANTY FEDERAL BANK FSB,12/12/1986,63780,73471,CASPER,WY,18868,FAILURE
BARRON COUNTY FS&LA,12/16/1986,158237,144439,BARRON,WI,24848,ASSISTANCE
FIRST BANK & TRUST CO.,12/18/1986,94888,84607,BOOKER,TX,35752,FAILURE
LAGO VISTA NATIONAL BANK,12/18/1986,11862,12370,LAGO VISTA,TX,5312,FAILURE
LANDMARK NATIONAL BANK,12/18/1986,12879,12756,DENVER,CO,4230,FAILURE
LAKELAND STATE BANK,12/19/1986,49435,49145,PEQUOT LAKES,MN,7013,FAILURE
FARMERS STATE BANK,12/19/1986,9695,9243,LUEDERS,TX,2969,FAILURE
ST. LOUIS FS&LA,12/22/1986,955426,963216,CLAYTON,MO,75107,ASSISTANCE
THE TAYLOR NATIONAL BANK OF CAMPBELLSVILLE,6/30/1937,1651,914,CAMPBELLSVILLE,KY,,FAILURE
BANK OF KANSAS CITY,12/29/1986,114114,107316,KANSAS CITY,MO,1152,ASSISTANCE
CITIZENS BANK & TRUST COMPANY,12/31/1986,10424,10674,ARCADIA,LA,197,ASSISTANCE
LINCOLN FS&LA,12/31/1986,460843,478330,LOUISVILLE,KY,93000,ASSISTANCE
THE SECURITY NAT BK & TR CO. OF NORMAN,1/8/1987,198716,171175,NORMAN,OK,86222,FAILURE
BOWIE NATIONAL BANK,1/8/1987,12253,12406,BOWIE,TX,800,FAILURE
AMERICAN NATIONAL BANK OF GRAND JUNCTION,1/8/1987,7669,7242,GRAND JUNCTION,CO,1577,FAILURE
STATE BANK OF CUBA,1/9/1987,18275,17717,CUBA,IL,2475,FAILURE
THE FIRST NATIONAL BANK OF RUSH SPRINGS,1/15/1987,12827,12502,RUSH SPRINGS,OK,3749,FAILURE
LATIMER BANK & TRUST,1/15/1987,23230,21988,LATIMER,IA,3229,FAILURE
FIRST CHARTER BANK,1/15/1987,10125,9347,DENVER,CO,2959,FAILURE
BANK OF STURGIS,7/3/1937,246,213,STURGIS,KY,,FAILURE
THE FIRST NATIONAL BANK OF SKIATOOK,1/15/1987,13988,13566,SKIATOOK,OK,4115,FAILURE
UMPQUA S&LA,1/16/1987,108213,88486,ROSEBURG,OR,11906,FAILURE
FIRST S&LA OF BURKBURNETT,1/16/1987,204538,74124,BURKBURNETT,TX,269426,FAILURE
MAGIC VALLEY S&LA,1/16/1987,103392,116546,WESLACO,TX,160523,ASSISTANCE
NATIONAL BANK OF FREDERICK,1/22/1987,23821,22368,FREDERICK,OK,10475,FAILURE
THE FIRST NATIONAL BANK OF MARLBOROUGH,1/23/1987,60731,55881,MARLBOROUGH,MA,18654,FAILURE
FIRST SIERRA BANK,1/23/1987,23227,22996,BISHOP,CA,4082,FAILURE
NORTH AMERICA  S&LA,1/23/1987,220304,220504,SANTA ANNA,CA,98903,FAILURE
THE FARMERS NATIONAL BANK OF REMINGTON,1/29/1987,34717,33499,REMINGTON,IN,7767,FAILURE
THE LA PRYOR STATE BANK,1/29/1987,5695,5444,LA PRYOR,TX,1618,FAILURE
AMERICAN BANK,7/3/1937,,206,HIGGINSVILLE,MO,,FAILURE
FIRST STATE BANK OF PATTONSBURG,1/29/1987,5915,5779,PATTONBURG,MO,1499,FAILURE
PEOPLES BANK & TRUST COMPANY,1/29/1987,20176,18791,HOLDENVILLE,OK,5147,FAILURE
"MONTGOMERY COUNTY BANK, N.A.",1/29/1987,48494,47634,THE WOODLANDS,TX,13871,FAILURE
BEAR CREEK NATIONAL BANK,1/29/1987,26593,25970,BEAR CREEK,TX,7540,FAILURE
STATE BANK OF ALLISON,2/5/1987,17353,16993,ALLISON,IA,1511,FAILURE
BOULEVARD STATE BANK,2/5/1987,102271,89631,WICHITA,KS,20129,FAILURE
MARKET NATIONAL BANK,2/5/1987,8724,9377,DENVER,CO,3644,FAILURE
SUNBELT NATIONAL BANK,2/5/1987,11380,11780,DALLAS,TX,5049,FAILURE
COMMUNITY BANK,2/11/1987,5144,5373,SEILING,OK,2407,FAILURE
FIRST CITY BANK OF ATOKA,2/12/1987,11622,12450,ATOKA,OK,2483,FAILURE
BANK OF ANUTT,7/12/1937,,33,ANUTT,MO,,FAILURE
SECURITY NATIONAL BANK,2/12/1987,8644,8813,MIDLAND,TX,3712,FAILURE
FEDERATED NATIONAL BANK,2/12/1987,13632,12392,LIVE OAK,TX,4904,FAILURE
"FIRST STATE BANK OF KING CITY, MISSOURI",2/13/1987,14457,14503,KING CITY,MO,5492,FAILURE
THE COUNTY BANK,2/13/1987,187142,159572,MANATEE COUNTY,FL,69120,FAILURE
LIFE SAVINGS OF AMERICA,2/13/1987,342279,339245,ROCKFORD,IL,115677,FAILURE
"UNIVERSAL SA, FA",2/13/1987,104554,87976,CHICKASHA,OK,40417,FAILURE
FIRST STATE BANK OF ATMORE,2/19/1987,12365,12392,ATMORE,AL,0,FAILURE
THE FIRST NATIONAL BANK OF WESLACO,2/20/1987,70708,73170,WESLACO,TX,16026,FAILURE
HUB CITY BANK & TRUST COMPANY,2/20/1987,37978,38209,LAFAYETTE,LA,12864,FAILURE
AMERICAN NATIONAL BANK,2/25/1987,9696,10167,DURANT,OK,1057,ASSISTANCE
CHATTOOGA COUNTY BANK,7/13/1937,265,205,SUMMERVILLE,GA,,FAILURE
FARMERS STATE BANK,2/26/1987,9803,9594,HART,TX,1246,FAILURE
CENTRAL BANK & TRUST COMPANY,2/26/1987,20598,24660,GLENMORA,LA,11,ASSISTANCE
FIRST NATIONAL BANK OF CROSBY,2/26/1987,7797,8001,CROSBY,TX,2388,FAILURE
THE LEWISTOWN BANK,2/27/1987,15254,14938,LEWISTOWN,IL,4167,FAILURE
FIRST FS&LA OF BELOIT,2/27/1987,82910,89654,BELOIT,KS,22385,FAILURE
KEY S&LA,2/27/1987,241648,203684,ENGLEWOOD,CO,121663,FAILURE
THE FIRST STATE BANK,3/4/1987,15754,15205,ROCKFORD,IA,1418,FAILURE
FIRST NATIONAL BANK IN WEST CONCORD,3/5/1987,9068,8741,WEST CONCORD,MN,1385,FAILURE
LIBERTY BANK,3/5/1987,57195,53860,HOUSTON,TX,17480,FAILURE
FIRST NATIONAL BANK OF SAPULPA,3/5/1987,7460,7600,SAPULPA,OK,2514,FAILURE
FARMERS STATE BANK OF BAINVILLE,7/13/1937,104,54,BAINVILLE,MT,,FAILURE
SEALY NATIONAL BANK,3/5/1987,7670,7586,SEALY,TX,2162,FAILURE
SOUTH BAY S&LA,3/6/1987,61880,64324,GARDENS,CA,5315,ASSISTANCE
THE FIRST NATIONAL BANK OF OLNEY,3/12/1987,16684,17340,OLNEY,TX,2475,FAILURE
WESTERN BANK,3/12/1987,46701,46082,EL PASO,TX,13489,FAILURE
PLAZA NATIONAL BANK,3/12/1987,34250,33068,DEL RIO,TX,17986,FAILURE
EXPRESSWAY BANK,3/12/1987,19089,20059,OKLAHOMA CITY,OK,5834,FAILURE
BEAVER CREEK STATE BANK,3/13/1987,7269,7149,BEAVER CREEK,MN,964,FAILURE
VICTOR S&LA,3/13/1987,601315,505320,MUSKOGEE,OK,235950,FAILURE
HOME S&LA,3/13/1987,150608,117570,SEATTLE,WA,25941,ASSISTANCE
UNITED OKLAHOMA BANK,3/17/1987,171925,121959,OKLAHOMA CITY,OK,39633,FAILURE
FARMERS & MERCHANTS BANK,7/17/1937,264,189,NEWBERN,TN,,FAILURE
PERPETUAL SB,3/18/1987,62462,59674,LOS ANGELES,CA,,FAILURE
CLARKS FORK NATIONAL BANK,3/19/1987,8423,8159,FROMBERG,MT,1194,FAILURE
RED RIVER NATIONAL BANK IN CLARKSVILLE,3/19/1987,22829,23367,CLARKSVILLE,TX,5309,FAILURE
SWEENEY BANK,3/19/1987,19669,20071,SWEENEY,TX,5951,FAILURE
THE MADILL BANK & TRUST COMPANY,3/20/1987,39630,39050,MADILL,OK,11324,FAILURE
MOROCCO STATE BANK,3/20/1987,16299,15779,MOROCCO,IN,1710,FAILURE
NEW CITY BANK,3/20/1987,26049,25847,ORANGE,CA,5556,FAILURE
FIRST FS&LA,3/20/1987,95719,124677,HAGERSTOWN,MD,77866,FAILURE
VERNON S&LA,3/20/1987,1347012,1582967,VERNON,TX,1061532,FAILURE
FIRST SOUTHERN SA,3/20/1987,47063,57202,PASCAGOULA,MS,14707,FAILURE
GUARANTY STATE BANK,4/4/1935,264,176,CLINTON,OK,,FAILURE
"PEOPLES BANK OF BLOXOM, INC.",7/19/1937,101,63,BLOXOM,VA,,FAILURE
BAYOU FS&LA,3/20/1987,25833,28256,NEW ORLEANS,LA,12488,ASSISTANCE
WESTERN S&LA,3/24/1987,392698,360780,SALT LAKE CITY,UT,478,ASSISTANCE
SOUTH FLORIDA SAVINGS BANK,3/25/1987,172028,176277,DAVIE,FL,4191,ASSISTANCE
THE FIRST STATE BANK IN BILLINGS,3/26/1987,10151,10308,BILLINGS,OK,1162,FAILURE
TALLULAH STATE BANK & TRUST COMP,3/27/1987,31136,31357,TALLULAH,LA,11925,FAILURE
EQUITABLE S&LA,3/27/1987,58927,83722,STANTON,CA,29205,FAILURE
THE FIRST NATIONAL BANK OF HERINGTON,4/2/1987,20742,19866,HERINGTON,KS,4928,FAILURE
TAHOE S&LA,4/3/1987,81164,90792,SOUTH LAKE TAHOE,CA,41668,ASSISTANCE
FIRST NATIONAL BANK OF BRAMAN,4/9/1987,12218,11728,BRAMAN,OK,4834,FAILURE
DEER LODGE BANK & TRUST COMPANY,4/9/1987,15166,14148,DEER LODGE,MT,2957,FAILURE
MICHIGAN CITY TRUST & SAVINGS BANK,7/20/1937,,983,MICHIGAN CITY,IN,,FAILURE
COMMONWEALTH BANK,4/9/1987,7799,7696,GLENDALE,CO,481,FAILURE
"THE SOUTHWESTERN BANK, N.A.",4/9/1987,14704,14541,HOUSTON,TX,5390,FAILURE
THE CITIZENS STATE BANK,4/10/1987,29049,27725,BROWNSTOWN,IN,1316,FAILURE
BANK OF IRON COUNTY,4/10/1987,19827,19467,PAROWAN,UT,3752,FAILURE
FUTURE S&LA,4/10/1987,57614,57710,ALBANY,OR,15833,FAILURE
FIRST STATE BANK OF FOREST CITY,4/16/1987,6457,6830,FOREST CITY,MO,1756,FAILURE
FIRST BANK OF SAGINAW,4/16/1987,30622,29945,SAGINAW,TX,8320,FAILURE
"FIRST COMMERCIAL BANK OF TEXAS,",4/16/1987,4400,4685,HOUSTON,TX,1898,FAILURE
SOUTHERN FLORIDABANC SA,4/16/1987,219068,256578,BOCA RATON,FL,,FAILURE
THE PEOPLES BANK,4/22/1987,11896,11899,COLLINSVILLE,AL,934,FAILURE
FIRST BANK & TRUST COMPANY OF HAMILTON,7/24/1937,698,544,HAMILTON,MO,,FAILURE
THE BANK OF NORTH MISSISSIPPI,4/22/1987,14452,13820,OAKLAND,MS,2720,FAILURE
OSCEOLA STATE BANK & TRUST COMPANY,4/23/1987,8590,7693,OSCEOLA,IA,1583,FAILURE
NORTH CENTRAL NATIONAL BANK,4/23/1987,23388,23093,AUSTIN,TX,11466,FAILURE
LIBERTY FS&LA,4/24/1987,134936,150687,LEESVILLE,LA,121725,FAILURE
HERITAGE BANK & TRUST,4/29/1987,17640,16225,SALT LAKE COUNTY,UT,110,FAILURE
PEOPLES STATE BANK,4/30/1987,5789,5837,TURKEY,TX,1313,FAILURE
UNITEDBANK-HOUSTON,4/30/1987,217304,183389,HOUSTON,TX,110841,FAILURE
AMERICAN BANK OF COMMERCE,5/6/1987,25504,24587,DENVER,CO,10933,FAILURE
FIRST STATE BANK OF SISSETON,5/7/1987,20058,19350,SISSETON,SD,4479,FAILURE
NORTH AMERICAN NATIONAL BANK,5/7/1987,9516,9008,LITTLETON,CO,3795,FAILURE
KOCHAN BANKING COMPANY,8/5/1937,,173,MAYSVILLE,MO,,FAILURE
FARMERS STATE BANK,5/8/1987,11864,11675,MADDOCK,ND,1118,FAILURE
MOREAUVILLE STATE BANK,5/8/1987,16813,16917,MOREAUVILLE,LA,3080,FAILURE
SYRACUSE SAVINGS BANK,5/13/1987,1183321,1099485,SYRACUSE,NY,0,ASSISTANCE
THE FIRST NATIONAL BANK OF ELBOW LAKE,5/14/1987,14157,15712,ELBOW LAKE,MN,7717,FAILURE
MARLIN NATIONAL BANK,5/14/1987,39566,43669,MARLIN,TX,12746,FAILURE
TODD COUNTY STATE BANK,5/14/1987,15410,15150,LONG PRAIRIE,MN,2357,FAILURE
UNITED BANK,5/14/1987,15369,14434,LIBBY,MT,1718,FAILURE
LIBERTY S&LA,5/15/1987,98688,115467,NEW PORT RICHEY,FL,,FAILURE
INDEPENDENT AMERICAN SA,5/20/1987,1014023,1392604,IRVING,TX,1581749,FAILURE
BANK OF OAK GROVE,5/21/1987,24019,23551,OAK GROVE,LA,5966,FAILURE
THE BANK OF NOEL,8/11/1937,135,108,NOEL,MO,,FAILURE
"TEXAS INVESTMENT BANK, N.A.",5/21/1987,17088,15268,HOUSTON,TX,7966,FAILURE
LAKE AUSTIN NATIONAL BANK,5/21/1987,43698,43348,AUSTIN,TX,14074,FAILURE
TEXAS NATIONAL BANK-WESTHEIMER,5/28/1987,26342,26420,HOUSTON,TX,18143,FAILURE
FIRST NATIONAL BANK OF WILMONT,5/29/1987,13330,11777,WILMONT,MN,2005,FAILURE
THE FIRST STATE BANK,6/4/1987,43341,43477,FRISCO,TX,10328,FAILURE
UNITED BANK OF TEXAS,6/4/1987,208352,190365,AUSTIN,TX,62407,FAILURE
SECURITY BANK OF RICH HILL,6/5/1987,12966,12729,RICH HILL,MO,225,ASSISTANCE
FIRST STATE BANK,6/11/1987,7304,6869,MILFORD,TX,1938,FAILURE
THE BENTON STATE BANK,6/11/1987,9417,8750,BENTON,KS,2972,FAILURE
"NORTHWEST COMMERCIAL BANK, N.A.",6/11/1987,14201,14457,HOUSTON,TX,4686,FAILURE
THE FIRST NATIONAL BANK OF ALBERTVILLE,8/12/1937,,428,ALBERTVILLE,AL,,FAILURE
SECURITY SAVINGS ASSOCIATION,6/11/1987,429813,478652,TEXARKANA,TX,,FAILURE
HAMILTON COUNTY STATE BANK,6/12/1987,13762,11524,LOCKLAND,OH,0,FAILURE
WHITTIER THRIFT & LOAN,6/12/1987,15206,14409,WHITTIER,CA,3263,FAILURE
FRONTIER S&LA,6/12/1987,7408,7990,FAIRBANKS,AK,2366,FAILURE
FIRST MIDWEST BANK,6/18/1987,25620,25691,MARYVILLE,MO,1813,FAILURE
INVESTORS FEDERAL BANK,6/18/1987,97509,96314,EL RENO,OK,60033,FAILURE
PELICAN STATE BANK,6/24/1987,7188,7026,MANSFIELD,LA,3375,FAILURE
EIGHTY NINER BANK OF COYLE,6/25/1987,6583,5995,COYLE,OK,1529,FAILURE
SOUTH DENVER NATIONAL BANK,6/25/1987,59565,61812,GLENDALE,CO,21110,FAILURE
LANESBORO STATE BANK,6/26/1987,11391,10974,LANESBORO,MN,2321,FAILURE
THE FORT GREENE NATIONAL BANK IN NEW YORK,8/14/1937,2379,1987,BROOKLYN,NY,,FAILURE
LIBERTY BANK & TRUST COMPANY,6/26/1987,12588,12236,GREENWOOD,LA,5197,FAILURE
UNITED FS&LA,6/29/1987,89797,78169,DURANT,OK,46360,FAILURE
FORT LEE S&LA,6/30/1987,170600,183297,FORT LEE,NJ,13141,ASSISTANCE
BANK OF BRAZORIA,7/2/1987,24475,23989,BRAZORIA,TX,3732,FAILURE
CITIZENS BANK,7/2/1987,46400,44269,BRYAN,TX,13834,FAILURE
UNITED FIRST FS&LA,7/2/1987,344451,299597,BOISE,ID,73245,ASSISTANCE
PROVIDENT FS&LA,7/2/1987,222304,210863,BOISE,ID,54583,ASSISTANCE
RED OAK STATE BANK,7/9/1987,44373,42459,RED OAK,TX,6635,FAILURE
"FIRST CONTINENTAL BK OF ROCKRIMMON, N.A.",7/9/1987,6598,5737,COLORADO SPRINGS,CO,4144,FAILURE
"BANKTEXAS DALLAS, N.A.",7/17/1987,541345,382732,DALLAS,TX,58045,ASSISTANCE
FARMERS AND MERCHANTS BANK,8/21/1937,,159,BRILLION,WI,,FAILURE
"BANCTEXAS MCKINNEY, N.A.",7/17/1987,121528,119892,MCKINNEY,TX,23482,ASSISTANCE
BANCTEXAS HOUSTON,7/17/1987,45854,45038,HOUSTON,TX,8804,ASSISTANCE
"BANCTEXAS RICHARDSON, N.A.",7/17/1987,80985,75556,RICHARDSON,TX,13093,ASSISTANCE
"BANCTEXAS WHITE ROCK, N.A.",7/17/1987,80923,80963,DALLAS,TX,12728,ASSISTANCE
"BANCTEXAS SULPHUR SPRINGS, N.A.",7/17/1987,18290,17961,SULPHUR SPRINGS,TX,2692,ASSISTANCE
BANCTEXAS WESTHEIMER,7/17/1987,34073,42498,HOUSTON,TX,6628,ASSISTANCE
"BANCTEXAS ALLEN PARKWAY, N.A.",7/17/1987,125031,161874,HOUSTON,TX,3811,ASSISTANCE
"BANCTEXAS CARROLLTON, N.A.",7/17/1987,51056,52152,CARROLLTON,TX,7949,ASSISTANCE
"BANCTEXAS NORTHSIDE HOUSTON, N.A",7/17/1987,61053,60678,HOUSTON,TX,9018,ASSISTANCE
"BANCTEXAS QUORUM, N.A.",7/17/1987,21192,22792,ADDISON,TX,3748,ASSISTANCE
FARMERS BANK & TRUST COMPANY,8/31/1937,1262,1361,CHARLES TOWN,WV,,FAILURE
FARMERS & MERCHANTS BANK,7/23/1987,11499,13920,EUFAULA,OK,3546,FAILURE
"BANK OF LOS GATOS, N.A.",7/23/1987,13149,12893,LOS GATOS,CA,1294,FAILURE
FREEDOM S&LA,7/23/1987,1892038,1241839,TAMPA,FL,,FAILURE
BANK OF GRANITE,7/30/1987,13164,13192,GRANITE,OK,2759,FAILURE
THE FIRST NATIONAL BANK OF YUKON,7/30/1987,40285,41938,YUKON,OK,8810,FAILURE
FARMERS STATE BANK,7/30/1987,15870,15347,KANAWHA,IA,2389,FAILURE
EMPIRE NATIONAL BANK,7/30/1987,8847,9626,LOS ANGELES,CA,3133,FAILURE
VALLEY BANK OF BELGRADE,7/31/1987,18610,16385,BELGRADE,MT,3025,ASSISTANCE
OK FEDERAL S&LA,7/31/1987,51790,87308,EL RENO,OK,62204,ASSISTANCE
SECURITY STATE BANK,8/6/1987,15197,16694,ROOSEVELT,OK,8952,FAILURE
ROANOKE STATE BANK,9/8/1937,265,280,ROANOKE,IL,,FAILURE
THE SECURITY STATE BANK,8/6/1987,9365,8756,DAVENPORT,OK,3629,FAILURE
FRENCH MARKET HOMESTEAD,8/6/1987,321057,302663,METAIRIE,LA,,FAILURE
ACADIA S&LA,8/6/1987,159902,162237,CROWLEY,LA,,FAILURE
BAYSHORE BANK OF FLORIDA,8/7/1987,41485,40337,MIAMI,FL,6701,FAILURE
FIRST STATE BANK,8/13/1987,23607,21892,BLANCHARD,OK,12059,FAILURE
THE FIRST NATIONAL BANK OF NAVASOTA,8/13/1987,31679,31027,NAVASOTA,TX,8224,FAILURE
THE FIRST NATIONAL BANK OF LUTHER,8/13/1987,17113,17600,LUTHER,OK,9594,FAILURE
MCNULTY BANKING COMPANY,8/14/1987,56604,53185,ST. PETERSBURG,FL,6799,FAILURE
FIRST SAVINGS OF LA,8/19/1987,33647,44616,LA PLACE,LA,,FAILURE
THE FIRST STATE BANK,8/20/1987,6696,6216,WILLOW,OK,1463,FAILURE
THE STATE BANK OF MILFORD,4/10/1935,118,87,MILFORD,KS,,FAILURE
STONEHAM TRUST COMPANY,9/11/1937,,809,STONEHAM,MA,,FAILURE
AMERICAN EXCHANGE BANK & TRUST CO,8/20/1987,87778,95808,NORMAN,OK,40571,FAILURE
AMERICAN NATIONAL BANK OF EVANSTON,8/20/1987,9092,8892,EVANSTON,WY,4043,FAILURE
SUNBELT FS&LA,8/20/1987,65532,60137,WATONGA,OK,35393,FAILURE
PEOPLE'S STATE BANK OF MAZEPPA,8/21/1987,21613,20186,MAZEPPA,MN,4867,FAILURE
BANK OF NORTH AMERICA,8/27/1987,34537,31165,HOUSTON,TX,10212,FAILURE
CITIZENS BANK OF GLENDALE,8/27/1987,4384,4036,DENVER,CO,406,FAILURE
ROCKY MOUNTAIN STATE BANK,8/28/1987,18567,17864,SALT LAKE CITY,UT,3000,FAILURE
